Playback Hour,Operating System,Browser,Delivery Type,City,Country,ISP,State,Content Quality Entitled,Entitlement Type,Video Type,Audio Language,Title
05/16/2017 15:00:00,Windows 10,Chrome 58.0.3029.110,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it,Social Psychology-Community - Season 1
05/16/2017 16:00:00,Windows 10,Chrome 58.0.3029.110,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it,Advanced Criminal Law-Community - Season 1
05/16/2017 17:00:00,Windows 10,Chrome 58.0.3029.110,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it,Football, Feminism And You-Community - Season 1
05/16/2017 17:00:00,Windows 10,Chrome 58.0.3029.110,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it,Anthropology 101-Community - Season 2
05/16/2017 18:00:00,Windows 10,Chrome 58.0.3029.110,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it,Accounting for Lawyers-Community - Season 2
05/16/2017 18:00:00,Windows 10,Chrome 58.0.3029.110,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it,The Psychology of Letting Go-Community - Season 2
05/16/2017 19:00:00,Windows 10,Chrome 58.0.3029.110,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it,Basic Rocket Science-Community - Season 2
05/16/2017 19:00:00,Windows 10,Chrome 58.0.3029.110,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it,Messianic Myths and Ancient Peoples-Community - Season 2
05/16/2017 19:00:00,Windows 10,Chrome 58.0.3029.110,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it,Epidemiology-Community - Season 2
11/01/2017 10:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,ja-jp,Lesson1-Great Teacher Onizuka - Stagione 1
11/01/2017 10:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,de-de,The New World-Man In The High Castle - Season 1
11/01/2017 10:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,The New World-Man In The High Castle - Season 1
11/01/2017 11:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Sunrise-Man In The High Castle - Season 1
11/01/2017 12:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,The Illustrated Woman-Man In The High Castle - Season 1
11/01/2017 13:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Revelations-Man In The High Castle - Season 1
11/01/2017 14:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,The New Normal-Man In The High Castle - Season 1
11/02/2017 10:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Three Monkeys-Man In The High Castle - Season 1
11/02/2017 12:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Truth-Man In The High Castle - Season 1
11/02/2017 12:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,The New Normal-Man In The High Castle - Season 1
11/02/2017 12:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Three Monkeys-Man In The High Castle - Season 1
11/02/2017 12:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Truth-Man In The High Castle - Season 1
11/02/2017 16:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,End of the World-Man In The High Castle - Season 1
11/02/2017 17:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Kindness-Man In The High Castle - Season 1
11/02/2017 18:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,A Way Out-Man In The High Castle - Season 1
11/02/2017 19:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,The Tiger's Cave-The Man in the High Castle - Season 2
11/02/2017 21:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Official Trailer-The Grand Tour - Season 2
11/02/2017 21:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,The Illustrated Woman-Man In The High Castle - Season 1
11/02/2017 21:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,The Road Less Traveled-The Man in the High Castle - Season 2
11/02/2017 21:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Travelers-The Man in the High Castle - Season 2
11/08/2017 09:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Escalation-The Man in the High Castle - Season 2
11/08/2017 17:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Duck and Cover-The Man in the High Castle - Season 2
11/08/2017 18:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Kintsugi-The Man in the High Castle - Season 2
11/08/2017 19:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Land O' Smiles-The Man in the High Castle - Season 2
11/08/2017 20:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Loose Lips-The Man in the High Castle - Season 2
11/08/2017 21:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Detonation-The Man in the High Castle - Season 2
11/08/2017 22:00:00,Windows 10,Chrome 61.0.3163.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Fallout-The Man in the High Castle - Season 2
12/20/2017 18:00:00,Linux,Chrome 63.0.3239.108,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Past, present or future-The Grand Tour - Season 2
12/20/2017 20:00:00,Linux,Chrome 63.0.3239.108,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-gb,The Falls Guys-The Grand Tour - Season 2
12/20/2017 21:00:00,Linux,Chrome 63.0.3239.108,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-gb,The Falls Guys-The Grand Tour - Season 2
01/02/2018 15:00:00,Windows 10,Chrome 63.0.3239.108,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Bah humbug-atti-The Grand Tour - Season 2
01/02/2018 16:00:00,Windows 10,Chrome 63.0.3239.108,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Unscripted-The Grand Tour - Season 2
01/13/2018 10:00:00,Windows 10,Chrome 63.0.3239.132,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Up, down and round the farm-The Grand Tour - Season 2
01/13/2018 11:00:00,Windows 10,Chrome 63.0.3239.132,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Jaaaaaaaags-The Grand Tour - Season 2
01/13/2018 13:00:00,Windows 10,Chrome 63.0.3239.132,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Bah humbug-atti-The Grand Tour - Season 2
01/13/2018 13:00:00,Windows 10,Chrome 63.0.3239.132,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Unscripted-The Grand Tour - Season 2
01/27/2018 18:00:00,Linux,Chrome 64.0.3282.119,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-gb,It’s a gas, gas, gas-The Grand Tour - Season 2
01/27/2018 20:00:00,Linux,Chrome 64.0.3282.119,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Blasts from the past-The Grand Tour - Season 2
01/27/2018 20:00:00,Windows 10,Chrome 63.0.3239.132,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Blasts from the past-The Grand Tour - Season 2
01/27/2018 21:00:00,Windows 10,Chrome 63.0.3239.132,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Real Life-Philip K. Dick's Electric Dreams - Season 1
02/08/2018 20:00:00,Windows 10,Chrome 63.0.3239.132,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Breaking, badly-The Grand Tour - Season 2
02/12/2018 21:00:00,Windows 10,Chrome 63.0.3239.132,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Oh, Canada-The Grand Tour - Season 2
02/14/2018 11:00:00,Windows 10,Chrome 63.0.3239.132,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Autofac-Philip K. Dick's Electric Dreams - Season 1
02/14/2018 11:00:00,Windows 10,Chrome 63.0.3239.132,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Human Is-Philip K. Dick's Electric Dreams - Season 1
02/14/2018 12:00:00,Windows 10,Chrome 63.0.3239.132,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Crazy Diamond-Philip K. Dick's Electric Dreams - Season 1
02/14/2018 13:00:00,Windows 10,Chrome 63.0.3239.132,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,The Hood Maker-Philip K. Dick's Electric Dreams - Season 1
02/14/2018 14:00:00,Windows 10,Chrome 63.0.3239.132,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Safe and Sound-Philip K. Dick's Electric Dreams - Season 1
02/14/2018 15:00:00,Windows 10,Chrome 63.0.3239.132,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,The Father Thing-Philip K. Dick's Electric Dreams - Season 1
03/01/2018 14:00:00,Android6.0.1,,streaming,turin,it,Uni-Torino-LAN1,,SD,PRIME_SUBSCRIPTION,Feature,en-gb,Bah humbug-atti-The Grand Tour - Season 2
03/13/2018 14:00:00,Windows 10,Chrome 65.0.3325.146,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,en-gb,Feed the world-The Grand Tour - Season 2
05/10/2018 16:00:00,Windows 10,Chrome 66.0.3359.139,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Lesson42-Great Teacher Onizuka - Stagione 1
05/10/2018 16:00:00,Windows 10,Chrome 66.0.3359.139,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,en-us,The Conceptual F***-I Love Dick
05/10/2018 16:00:00,Windows 10,Chrome 66.0.3359.139,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Paura e Desiderio
05/10/2018 16:00:00,Windows 10,Chrome 66.0.3359.139,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Evoluzione!-Serie Pokémon Rubino e Zaffiro
05/10/2018 16:00:00,Windows 10,Chrome 66.0.3359.139,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Lesson43-Great Teacher Onizuka - Stagione 1
07/26/2018 14:00:00,Windows 10,Chrome 67.0.3396.99,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Lesson3-Great Teacher Onizuka - Stagione 1
07/26/2018 15:00:00,Windows 10,Chrome 67.0.3396.99,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Lesson4-Great Teacher Onizuka - Stagione 1
07/26/2018 15:00:00,Windows 10,Chrome 67.0.3396.99,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Lesson5-Great Teacher Onizuka - Stagione 1
07/26/2018 15:00:00,Windows 10,Chrome 67.0.3396.99,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Lesson6-Great Teacher Onizuka - Stagione 1
07/26/2018 16:00:00,Windows 10,Chrome 67.0.3396.99,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Lesson7-Great Teacher Onizuka - Stagione 1
07/26/2018 16:00:00,Windows 10,Chrome 67.0.3396.99,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Lesson8-Great Teacher Onizuka - Stagione 1
07/26/2018 17:00:00,Windows 10,Chrome 67.0.3396.99,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Lesson9-Great Teacher Onizuka - Stagione 1
09/30/2018 16:00:00,Windows 10,Chrome 69.0.3497.100,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Great Expectations-All or Nothing: Manchester City  -  Season 1
11/04/2018 18:00:00,Windows 10,Chrome 70.0.3538.77,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Now More Than Ever, We Care About You-Man in the High Castle - Season 3
11/04/2018 20:00:00,Windows 10,Chrome 70.0.3538.77,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Now More Than Ever, We Care About You-Man in the High Castle - Season 3
11/04/2018 21:00:00,Windows 10,Chrome 70.0.3538.77,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Imagine Manchuria-Man in the High Castle - Season 3
11/04/2018 23:00:00,Windows 10,Chrome 70.0.3538.77,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Sensô Kôi-Man in the High Castle - Season 3
11/05/2018 00:00:00,Windows 10,Chrome 70.0.3538.77,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Sabra-Man in the High Castle - Season 3
11/05/2018 17:00:00,Windows 10,Chrome 70.0.3538.77,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Sabra-Man in the High Castle - Season 3
11/05/2018 18:00:00,Windows 10,Chrome 70.0.3538.77,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,en-us,The New Colossus-Man in the High Castle - Season 3
11/05/2018 19:00:00,Windows 10,Chrome 70.0.3538.77,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,en-us,History Ends-Man in the High Castle - Season 3
11/05/2018 20:00:00,Windows 10,Chrome 70.0.3538.77,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Excess Animus-Man in the High Castle - Season 3
11/05/2018 21:00:00,Windows 10,Chrome 70.0.3538.77,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Excess Animus-Man in the High Castle - Season 3
11/05/2018 21:00:00,Windows 10,Chrome 70.0.3538.77,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Kasumi (Through the Mists)-Man in the High Castle - Season 3
11/05/2018 23:00:00,Windows 10,Chrome 70.0.3538.77,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Baku-Man in the High Castle - Season 3
11/06/2018 19:00:00,Windows 10,Chrome 70.0.3538.77,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Baku-Man in the High Castle - Season 3
11/06/2018 20:00:00,Windows 10,Chrome 70.0.3538.77,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Jahr Null-Man in the High Castle - Season 3
11/08/2018 20:00:00,Windows 10,Chrome 70.0.3538.77,,milano,it,fastweb,,HD,PRIME_SUBSCRIPTION,Feature,fr,La vita di Adele - Blue is the Warmest Colour
08/15/2019 21:00:00,Windows 10,Chrome 76.0.3809.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,it-it,Nudisti Per Caso
08/15/2019 21:00:00,Windows 10,Chrome 76.0.3809.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Pilot-House
08/15/2019 22:00:00,Windows 10,Chrome 76.0.3809.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Paternity-House
08/15/2019 22:00:00,Windows 10,Chrome 76.0.3809.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Occam's Razor-House
08/20/2019 20:00:00,Windows 10,Chrome 76.0.3809.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Maternity-House
08/20/2019 20:00:00,Windows 10,Chrome 76.0.3809.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Damned If You Do-House
08/20/2019 21:00:00,Windows 10,Chrome 76.0.3809.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-us,The Socratic Method-House
08/20/2019 22:00:00,Windows 10,Chrome 76.0.3809.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Fidelity-House
08/20/2019 23:00:00,Windows 10,Chrome 76.0.3809.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Poison-House
08/21/2019 19:00:00,Windows 10,Chrome 76.0.3809.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Poison-House
08/21/2019 20:00:00,Windows 10,Chrome 76.0.3809.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-us,DNR-House
08/21/2019 20:00:00,Windows 10,Chrome 76.0.3809.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Histories-House
08/21/2019 21:00:00,Windows 10,Chrome 76.0.3809.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Detox-House
08/21/2019 22:00:00,Windows 10,Chrome 76.0.3809.100,,milano,it,BBBell_PPPoE_Customers,,HD,PRIME_SUBSCRIPTION,Feature,en-us,Sports Medicine-House
08/22/2019 21:00:00,Android9,,streaming,milano,it,BBBell_PPPoE_Customers,,SD,PRIME_SUBSCRIPTION,Feature,it-it,The Socratic Method-House
08/22/2019 22:00:00,Android9,,streaming,milano,it,BBBell_PPPoE_Customers,,SD,PRIME_SUBSCRIPTION,Feature,it-it,Sports Medicine-House
08/22/2019 22:00:00,Android9,,streaming,milano,it,BBBell_PPPoE_Customers,,SD,PRIME_SUBSCRIPTION,Feature,it-it,Cursed-House
08/23/2019 07:00:00,Android9,,streaming,milano,it,BBBell_PPPoE_Customers,,SD,PRIME_SUBSCRIPTION,Feature,it-it,Cursed-House
08/23/2019 13:00:00,Android9,,streaming,milano,it,BBBell_PPPoE_Customers,,SD,PRIME_SUBSCRIPTION,Feature,it-it,Control-House
